FlightNumber,FlightDelayStatus
ROC_ATL_73254,2
MDT_DTW_74444,2
OAK_LAS_71378,2
LAX_DEN_66789,2
SLC_COS_82662,2
HOU_MDW_85638,2
BOS_LGA_68289,2
TPA_DFW_105334,2
MIA_RIC_69169,2
EWR_BWI_102665,2
ATL_OKC_100886,2
MHT_ATL_91915,2
BOS_BWI_101254,2
LAS_DEN_69197,2
BHM_CVG_60809,2
ATL_PBI_95418,2
LBB_IAH_101125,2
RDU_ATL_76077,2
ATL_MIA_76449,2
IAD_EWR_59966,2
CMH_MSP_89277,2
ATL_MSP_67753,2
BWI_MIA_102305,2
DCA_MIA_80795,2
MLI_CVG_102726,2
LAX_LIH_57126,2
ATL_AUS_60837,2
EWR_MSP_67066,2
OMA_DEN_58001,2
RDU_JFK_93040,2
CLE_ABE_105613,2
ATL_LAX_102531,2
PIT_DEN_59546,2
MSP_MDW_86349,2
AUS_LAX_77165,2
CLT_BNA_57504,2
MCO_IND_98504,2
MSY_HOU_60197,2
ATL_SHV_82919,2
LAS_PHX_101088,2
SLC_DEN_97302,2
IAH_OKC_96388,2
DAY_ATL_90362,2
MCO_MSP_87235,2
FAT_SLC_82704,2
STL_CLE_90811,2
ORD_MCO_63802,2
FCA_SLC_64140,2
FAT_LAX_98578,2
CAK_ATL_82596,2
HNL_LAX_82729,2
JFK_GSO_64773,2
OAK_SNA_99801,2
GRR_CVG_100455,2
SJC_SNA_96911,2
COD_SLC_83885,2
CAE_LGA_69708,2
MDT_ORD_88135,2
FLL_ATL_82213,2
LAX_BOS_65296,2
CMH_LGA_79461,2
RNO_PHX_73569,2
BWI_IND_94950,2
ORD_DFW_104736,2
HOU_PHX_88471,2
SAN_SJC_89269,2
LBB_DFW_88447,2
TPA_PHX_86028,2
DFW_DEN_83366,2
EWR_MEM_102442,2
STL_MCO_78925,2
DFW_SJC_77020,2
BWI_RSW_74211,2
BOS_MIA_98481,2
EWR_MSP_76725,2
PHL_ORD_85292,2
DEN_MSO_60951,2
LGA_MEM_59716,2
GNV_ATL_83788,2
GSO_EWR_91060,2
PIT_TPA_72594,2
ATL_PHL_101047,2
IAH_ATL_78892,2
MCO_PHL_70524,2
LAX_MRY_67045,2
ONT_IAH_57707,2
BWI_BDL_57285,2
BWI_BOS_58749,2
RSW_MSP_94853,2
DTW_BWI_99221,2
MSP_CLE_83965,2
RDU_DFW_70108,2
LGA_CHS_59138,2
DTW_BOS_78494,2
IAD_GSO_88096,2
FAT_DEN_72273,2
GSP_DFW_103476,2
DSM_DEN_62364,2
DTW_ORD_80894,2
MCI_ORD_79070,2
DFW_ORF_65828,2
ORD_BOS_100255,2
ATL_RIC_74397,2
GEG_SLC_59256,2
PHL_SJU_65301,2
SFO_SNA_97914,2
IAH_ORD_59761,2
IAD_EWR_97999,2
ATL_IND_76405,2
PVD_CVG_96133,2
ALB_BWI_73807,2
CVG_BNA_104876,2
DFW_BDL_97004,2
BOS_TPA_100021,2
DFW_LGA_81816,2
IAH_MFE_62448,2
DCA_BTV_91117,2
FAT_DEN_58032,2
EWR_ROC_100425,2
PHX_MSP_100384,2
DEN_DFW_92414,2
PIT_SJU_81819,2
BNA_LGA_63582,2
MDW_MCI_80692,2
ATL_MSY_80871,2
PVD_MCO_61325,2
ATL_MEM_103738,2
BDL_IAD_79976,2
MCI_ORD_103659,2
PDX_CVG_71186,2
CAK_MCO_68512,2
LAS_TUS_56887,2
DTW_ORD_72538,2
ORD_MEM_82093,2
PDX_ORD_78604,2
IAH_DFW_102453,2
BOS_DCA_66218,2
IAD_ATL_77265,2
MCI_DFW_93575,2
SLC_CDC_84680,2
DFW_SJC_95208,2
SMF_LAS_68358,2
SFO_SAN_64765,2
CMH_LAS_80366,2
AUS_DFW_101935,2
LAX_ORD_70494,2
MEM_CVG_97981,2
CHO_ATL_63615,2
OMA_EWR_81132,2
BWI_SJU_91572,2
MEM_DFW_85763,2
FAY_ATL_87232,2
SEA_SMF_60973,2
GTF_MSP_87089,2
SJC_SNA_99491,2
PHL_MSY_85839,2
JAN_HOU_81199,2
MDW_BWI_100618,2
DFW_XNA_75074,2
PWM_LGA_85905,2
MCO_BNA_77274,2
DFW_ELP_58783,2
RDU_CVG_70397,2
ATL_CLT_63169,2
DFW_TXK_97207,2
IAH_PHX_78774,2
CVG_MKE_103375,2
CLT_MIA_87203,2
SMF_PHX_100363,2
SAN_PHX_92122,2
IAD_JAX_77541,2
SFO_JFK_65105,2
DTW_LAS_71309,2
MSP_MEM_73444,2
PHX_STL_101062,2
CLT_DCA_69354,2
EWR_MSP_68768,2
SAN_LAS_92888,2
LAS_ABQ_91522,2
MSY_LAX_85034,2
FCA_SLC_88092,2
PHX_DTW_101959,2
SEA_LAX_65445,2
MSP_GRR_79355,2
IAH_PSP_91093,2
CVG_TPA_102443,2
BWI_PVD_59366,2
SFO_STL_96375,2
EUG_SFO_59615,2
ATL_PDX_87324,2
MEM_PHL_73259,2
XNA_IAH_100379,2
OAK_PDX_101625,2
IAH_DCA_77946,2
SBN_ATL_75417,2
MHT_DTW_97842,2
ATL_PHF_63488,2
FCA_SLC_96684,2
DFW_LAS_67445,2
ATL_ROC_89176,2
DEN_CVG_60702,2
OAK_SAN_57823,2
DTW_DFW_59529,2
STL_SFO_79781,2
MDW_PIT_76571,2
OKC_EWR_82020,2
ABE_ATL_105100,2
MEM_TPA_93114,2
ATL_DCA_90420,2
PHL_ORD_103818,2
DTW_EWR_68154,2
DEN_MIA_83933,2
ORD_PIT_77115,2
DFW_OAK_95378,2
CHS_ATL_103885,2
RDU_AUS_77901,2
LGA_BHM_82786,2
IND_MCO_99672,2
ABQ_MAF_68900,2
LAS_PHX_91503,2
COS_MSP_95228,2
TPA_CVG_67777,2
BWI_JAN_89999,2
JFK_PHL_74300,2
DTW_MSN_99919,2
SBA_SJC_63938,2
SEA_LAX_96495,2
CVG_MKE_75064,2
PHL_RIC_65536,2
MOB_ATL_90346,2
SAN_DEN_103106,2
FAY_ATL_94612,2
DCA_IAH_72267,2
BTV_CLE_90075,2
ATL_DCA_80559,2
DEN_PSP_75026,2
IAH_MOB_88720,2
BOI_DEN_96170,2
TPA_LAS_86430,2
SFO_SNA_68501,2
ORD_CHA_71087,2
IAH_SNA_59951,2
PDX_MSP_90107,2
LAX_SBP_66007,2
ATL_XNA_81150,2
LAX_SLC_73900,2
DCA_IAH_70329,2
CLE_ORD_99341,2
CVG_MDT_98308,2
TPA_PHL_57717,2
DCA_CVG_69293,2
LAX_OGG_85458,2
TPA_ATL_59750,2
AUS_PHX_72919,2
SAN_SLC_79487,2
DFW_CLT_78772,2
GSO_DFW_66123,2
SJC_SLC_61332,2
XNA_ATL_75929,2
ATL_MEM_99110,2
ATL_FLL_80464,2
IAD_EWR_99506,2
PBI_ORD_89583,2
BOS_PHL_78599,2
DFW_ICT_90616,2
ATL_PIA_66278,2
BNA_MDW_66703,2
CVG_GSP_67786,2
IAD_CHS_74145,2
IAD_BDL_61544,2
SJU_DFW_69941,2
SMF_LAX_73030,2
ATL_RIC_98969,2
SFO_CLE_97405,2
ILM_ATL_100023,2
EWR_DCA_57910,2
GSO_MCO_60392,2
SFO_IAD_74471,2
SEA_IAD_58133,2
SEA_PHX_99474,2
MCO_PHX_75675,2
CVG_MCI_77776,2
DSM_CVG_90199,2
ATL_EWR_71996,2
SEA_LAX_57980,2
DEN_GTF_99248,2
ATL_AVP_83379,2
PVD_PHL_75939,2
BOS_ORF_74953,2
HOU_MDW_96611,2
